  0.  293855968.  100.
  .0199999996  293203392.  100.
  .0399999991  291223840.  100.
  .0599999987  287952224.  100.
  .0799999982  283438016.  100.
  .100000001  277744736.  100.
  .119999997  270951872.  100.
  .140000001  263152496.  100.
  .159999996  254451024.  100.
  .180000007  244960528.  100.
  .200000003  234800560.  100.
  .219999999  224095408.  100.
  .239999995  212968736.  100.
  .25999999  201544512.  100.
  .280000001  189942208.  100.
  .300000012  178276176.  100.
  .319999993  166653600.  100.
  .340000004  155172544.  100.
  .360000014  143921584.  100.
  .379999995  132978592.  100.
  .400000006  122410960.  100.
  .419999987  112274104.  100.
  .439999998  102612760.  100.
  .460000008  93461048.  100.
  .479999989  84842648.  100.
  .5  76772304.  100.
  .519999981  69255952.  100.
  .540000021  62292108.  100.
  .560000002  55872940.  100.
  .579999983  49984864.  100.
  .600000024  44609740.  100.
  .620000005  39725812.  100.
  .639999986  35308592.  100.
  .660000026  31331618.  100.
  .680000007  27767032.  100.
  .699999988  24586450.  100.
  .720000029  21761186.  100.
  .74000001  19262938.  100.
  .75999999  17063974.  100.
  .779999971  15137517.  100.
  .800000012  13457839.  100.
  .819999993  12000486.  100.
  .839999974  10742375.  100.
  .860000014  9661805.  100.
  .879999995  8738511.  100.
  .899999976  7953645.5  100.
  .920000017  7289804.5  100.
  .939999998  6730954.  100.
  .959999979  6262383.5  100.
  .980000019  5870690.  100.
  1.  5543701.5  100.
  1.01999998  5270460.5  100.
  1.03999996  5041128.5  100.
  1.05999994  4846978.  100.
  1.08000004  4680301.  100.
  1.10000002  4534393.5  100.
  1.12  4403481.5  100.
  1.13999999  4282677.  100.
  1.15999997  4167912.  100.
  1.17999995  4055896.  100.
  1.20000005  3944037.  100.
  1.22000003  3830401.75  100.
  1.24000001  3713637.75  100.
  1.25999999  3592911.25  100.
  1.27999997  3467845.25  100.
  1.29999995  3338456.5  100.
  1.32000005  3205000.75  100.
  1.34000003  3068050.25  100.
  1.36000001  2928943.  100.
  1.38  2787779.25  100.
  1.39999998  2646127.75  100.
  1.41999996  2505150.  100.
  1.44000006  2365438.75  100.
  1.46000004  2228654.25  100.
  1.48000002  2096312.75  100.
  1.5  1967858.  100.
  1.51999998  1845200.38  100.
  1.53999996  1728791.38  100.
