Sample description: 
Sample:   c= 0 mg/ml  Code: 
  3.115462e+00   1.521203e+00   2.184804e-01
  3.120609e+00   1.835932e+00   2.170769e-01
  3.125755e+00   1.872240e+00   2.170290e-01
  3.130902e+00   1.553314e+00   2.180875e-01
  3.136048e+00   1.210848e+00   2.143365e-01
  3.141195e+00   1.892635e+00   2.160162e-01
  3.146342e+00   1.623039e+00   2.160248e-01
  3.151488e+00   1.128219e+00   2.134999e-01
  3.156635e+00   1.269958e+00   2.144314e-01
  3.161781e+00   1.086829e+00   2.156734e-01
  3.166928e+00   1.459293e+00   2.131690e-01
  3.172074e+00   1.715887e+00   2.147441e-01
  3.177221e+00   1.637282e+00   2.144613e-01
  3.182368e+00   1.086689e+00   2.135001e-01
  3.187514e+00   1.682080e+00   2.139198e-01
  3.192661e+00   1.541528e+00   2.160015e-01
  3.197807e+00   1.420390e+00   2.127735e-01
  3.202954e+00   9.608940e-01   2.138503e-01
  3.208100e+00   1.236042e+00   2.137163e-01
  3.213247e+00   1.333830e+00   2.128504e-01
  3.218394e+00   1.484234e+00   2.140649e-01
  3.223540e+00   1.137491e+00   2.146109e-01
  3.228687e+00   1.460129e+00   2.113998e-01
  3.233833e+00   1.310660e+00   2.127335e-01
  3.238980e+00   1.686068e+00   2.154615e-01
  3.244126e+00   1.296575e+00   2.118811e-01
  3.249273e+00   1.416348e+00   2.112331e-01
  3.254420e+00   1.577336e+00   2.136405e-01
  3.259566e+00   1.618921e+00   2.113227e-01
  3.264713e+00   1.265195e+00   2.126517e-01
  3.269859e+00   1.249760e+00   2.139158e-01
  3.275006e+00   1.331672e+00   2.112190e-01
  3.280152e+00   1.008711e+00   2.118320e-01
  3.285299e+00   8.827549e-01   2.138036e-01
  3.290446e+00   1.121938e+00   2.106749e-01
  3.295592e+00   1.591354e+00   2.117335e-01
  3.300739e+00   1.834085e+00   2.130467e-01
  3.305885e+00   1.631340e+00   2.103708e-01
  3.311032e+00   1.470596e+00   2.119803e-01
  3.316178e+00   1.144019e+00   2.122753e-01
  3.321325e+00   1.203760e+00   2.108539e-01
  3.326471e+00   1.301838e+00   2.109857e-01
  3.331618e+00   1.054459e+00   2.118963e-01
  3.336765e+00   1.207696e+00   2.096024e-01
  3.341911e+00   1.600667e+00   2.107401e-01
  3.347058e+00   1.402968e+00   2.112305e-01
  3.352204e+00   1.380908e+00   2.094467e-01
  3.357351e+00   1.389957e+00   2.101988e-01
  3.362497e+00   1.219126e+00   2.117520e-01
  3.367644e+00   1.790027e+00   2.093837e-01
  3.372791e+00   1.468985e+00   2.107697e-01
  3.377937e+00   1.278234e+00   2.104011e-01
  3.383084e+00   1.514713e+00   2.102197e-01
  3.388230e+00   1.333486e+00   2.099235e-01
  3.393377e+00   9.308826e-01   2.111437e-01
  3.398523e+00   1.065149e+00   2.087671e-01
  3.403670e+00   1.014090e+00   2.094337e-01
  3.408817e+00   1.294638e+00   2.108930e-01
  3.413963e+00   1.699711e+00   2.093465e-01
  3.419110e+00   1.045532e+00   2.087517e-01
  3.424256e+00   1.203653e+00   2.102732e-01
  3.429403e+00   1.091238e+00   2.079871e-01
  3.434549e+00   9.464642e-01   2.101002e-01
  3.439696e+00   7.832872e-01   2.096792e-01
  3.444843e+00   1.154247e+00   2.086957e-01
  3.449989e+00   1.211581e+00   2.088182e-01
  3.455136e+00   1.245821e+00   2.103293e-01
  3.460282e+00   1.240324e+00   2.088388e-01
  3.465429e+00   9.921077e-01   2.090617e-01
  3.470575e+00   1.021147e+00   2.091890e-01
  3.475722e+00   1.367288e+00   2.081196e-01
  3.480869e+00   1.512280e+00   2.084429e-01
  3.486015e+00   1.119542e+00   2.098924e-01
  3.491162e+00   1.249216e+00   2.076774e-01
  3.496308e+00   1.245053e+00   2.086233e-01
  3.501455e+00   6.086078e-01   2.091566e-01
  3.506601e+00   1.057394e+00   2.085205e-01
  3.511748e+00   1.015609e+00   2.078097e-01
  3.516895e+00   1.046726e+00   2.089749e-01
  3.522041e+00   1.342613e+00   2.079525e-01
  3.527188e+00   1.408121e+00   2.080877e-01
  3.532334e+00   1.217766e+00   2.084196e-01
  3.537481e+00   9.363233e-01   2.081575e-01
  3.542627e+00   1.144022e+00   2.078427e-01
  3.547774e+00   1.349148e+00   2.096757e-01
  3.552921e+00   1.396723e+00   2.086083e-01
  3.558067e+00   1.272358e+00   2.081416e-01
  3.563214e+00   8.054303e-01   2.088054e-01
  3.568360e+00   1.176263e+00   2.083144e-01
  3.573507e+00   9.993936e-01   2.076294e-01
  3.578653e+00   1.178089e+00   2.089123e-01
  3.583800e+00   1.236940e+00   2.078968e-01
  3.588947e+00   1.360624e+00   2.085342e-01
  3.594093e+00   1.064270e+00   2.087470e-01
  3.599240e+00   9.103566e-01   2.084727e-01
  3.604386e+00   1.447059e+00   2.071268e-01
  3.609533e+00   9.207306e-01   2.100260e-01
  3.614679e+00   1.314590e+00   2.076880e-01
  3.619826e+00   1.192812e+00   2.086924e-01
  3.624973e+00   1.317757e+00   2.087416e-01
  3.630119e+00   9.938998e-01   2.082872e-01
  3.635266e+00   8.715523e-01   2.073232e-01
  3.640412e+00   9.668500e-01   2.097330e-01
  3.645559e+00   9.034913e-01   2.072357e-01
  3.650705e+00   1.208915e+00   2.072615e-01
  3.655852e+00   1.057268e+00   2.083883e-01
  3.660999e+00   7.369291e-01   2.069997e-01
  3.666145e+00   8.420944e-01   2.067190e-01
  3.671292e+00   1.255533e+00   2.100277e-01
  3.676438e+00   1.203131e+00   2.065840e-01
  3.681585e+00   1.050841e+00   2.079782e-01
  3.686731e+00   1.348293e+00   2.089434e-01
  3.691878e+00   1.265331e+00   2.079664e-01
  3.697025e+00   1.273285e+00   2.062547e-01
  3.702171e+00   9.336631e-01   2.096888e-01
  3.707318e+00   1.190704e+00   2.068451e-01
  3.712464e+00   7.610721e-01   2.072154e-01
  3.717611e+00   1.429088e+00   2.092469e-01
  3.722757e+00   1.013177e+00   2.068773e-01
  3.727904e+00   1.223552e+00   2.079187e-01
  3.733051e+00   6.342984e-01   2.098575e-01
  3.738197e+00   1.258108e+00   2.071121e-01
  3.743344e+00   7.718530e-01   2.081981e-01
  3.748490e+00   1.127106e+00   2.124937e-01
  3.753637e+00   6.757679e-01   2.152347e-01
  3.758783e+00   1.112841e+00   2.180550e-01
  3.763930e+00   9.342445e-01   2.209332e-01
  3.769077e+00   5.299267e-01   2.215739e-01
  3.774223e+00   1.089942e+00   2.243228e-01
  3.779370e+00   1.294346e+00   2.256555e-01
  3.784516e+00   9.482175e-01   2.238323e-01
  3.789663e+00   7.519451e-01   2.252084e-01
  3.794809e+00   1.149711e+00   2.281716e-01
  3.799956e+00   1.036107e+00   2.260172e-01
  3.805103e+00   9.163110e-01   2.275839e-01
  3.810249e+00   8.975457e-01   2.280747e-01
  3.815396e+00   1.043258e+00   2.205897e-01
  3.820542e+00   9.009428e-01   2.194420e-01
  3.825689e+00   9.388987e-01   2.198142e-01
  3.830835e+00   1.550488e+00   2.159661e-01
  3.835982e+00   7.298639e-01   2.165935e-01
  3.841129e+00   9.428753e-01   2.174832e-01
  3.846275e+00   5.236666e-01   2.163261e-01
  3.851422e+00   1.038707e+00   2.164545e-01
  3.856568e+00   9.825969e-01   2.189261e-01
  3.861715e+00   1.018136e+00   2.149637e-01
  3.866861e+00   1.015979e+00   2.173098e-01
  3.872008e+00   1.042721e+00   2.177523e-01
  3.877155e+00   1.232416e+00   2.165169e-01
  3.882301e+00   6.870943e-01   2.160688e-01
  3.887448e+00   1.052517e+00   2.179673e-01
  3.892594e+00   1.264765e+00   2.158577e-01
  3.897741e+00   9.395239e-01   2.163018e-01
  3.902887e+00   9.052539e-01   2.180771e-01
  3.908034e+00   6.713810e-01   2.153989e-01
  3.913181e+00   1.113543e+00   2.167846e-01
  3.918327e+00   8.402022e-01   2.181046e-01
  3.923474e+00   1.205640e+00   2.161090e-01
  3.928620e+00   7.966673e-01   2.170563e-01
  3.933767e+00   9.300867e-01   2.174767e-01
  3.938913e+00   9.057574e-01   2.163513e-01
  3.944060e+00   5.528224e-01   2.168743e-01
  3.949207e+00   1.120550e+00   2.187976e-01
  3.954353e+00   8.516088e-01   2.164753e-01
  3.959500e+00   9.458882e-01   2.191015e-01
  3.964646e+00   9.187543e-01   2.193100e-01
  3.969793e+00   8.200514e-01   2.173905e-01
  3.974939e+00   7.615060e-01   2.184340e-01
  3.980086e+00   7.548852e-01   2.192034e-01
  3.985233e+00   7.799769e-01   2.174791e-01
  3.990379e+00   1.214664e+00   2.197152e-01
  3.995526e+00   1.033187e+00   2.198035e-01
  4.000672e+00   1.301162e+00   2.193705e-01
  4.005819e+00   9.597722e-01   2.204115e-01
  4.010965e+00   8.329642e-01   2.197784e-01
  4.016112e+00   1.012401e+00   2.195273e-01
  4.021259e+00   9.217700e-01   2.201726e-01
  4.026405e+00   5.972359e-01   2.197345e-01
  4.031552e+00   7.705559e-01   2.199695e-01
  4.036698e+00   1.086593e+00   2.206114e-01
  4.041845e+00   6.923117e-01   2.205943e-01
  4.046991e+00   9.426969e-01   2.200987e-01
  4.052138e+00   7.707289e-01   2.223864e-01
  4.057285e+00   8.896919e-01   2.205036e-01
  4.062431e+00   1.012775e+00   2.204191e-01
  4.067578e+00   9.980666e-01   2.217364e-01
  4.072724e+00   8.632720e-01   2.216116e-01
  4.077871e+00   7.991929e-01   2.202409e-01
  4.083017e+00   1.001402e+00   2.226939e-01
  4.088164e+00   8.220766e-01   2.212950e-01
  4.093311e+00   1.010875e+00   2.221347e-01
  4.098457e+00   9.483283e-01   2.229253e-01
  4.103604e+00   9.385011e-01   2.223990e-01
  4.108750e+00   8.474793e-01   2.222203e-01
  4.113897e+00   8.429095e-01   2.238674e-01
  4.119043e+00   1.058747e+00   2.227487e-01
  4.124190e+00   9.163219e-01   2.219579e-01
  4.129336e+00   1.149234e+00   2.235223e-01
  4.134483e+00   7.563326e-01   2.231813e-01
  4.139630e+00   8.022224e-01   2.229405e-01
  4.144776e+00   1.414135e+00   2.245538e-01
  4.149923e+00   8.180353e-01   2.234713e-01
  4.155069e+00   9.063181e-01   2.224690e-01
  4.160216e+00   6.707796e-01   2.245480e-01
  4.165362e+00   8.942441e-01   2.239339e-01
  4.170509e+00   1.005255e+00   2.238757e-01
  4.175656e+00   1.234547e+00   2.249370e-01
  4.180802e+00   7.921472e-01   2.245623e-01
  4.185949e+00   1.027793e+00   2.259577e-01
  4.191095e+00   1.121736e+00   2.278268e-01
  4.196242e+00   1.008458e+00   2.279168e-01
  4.201388e+00   1.167826e+00   2.289806e-01
  4.206535e+00   9.542817e-01   2.297355e-01
  4.211682e+00   5.646943e-01   2.300592e-01
  4.216828e+00   6.535158e-01   2.313715e-01
  4.221975e+00   1.134921e+00   2.318378e-01
  4.227121e+00   1.291201e+00   2.325661e-01
  4.232268e+00   8.652934e-01   2.332024e-01
  4.237414e+00   9.146210e-01   2.339561e-01
  4.242561e+00   8.150248e-01   2.351972e-01
  4.247708e+00   4.850825e-01   2.347473e-01
  4.252854e+00   6.199678e-01   2.356541e-01
  4.258001e+00   8.157176e-01   2.349298e-01
  4.263147e+00   8.013337e-01   2.367579e-01
  4.268294e+00   1.037758e+00   2.371763e-01
  4.273440e+00   8.255122e-01   2.388491e-01
  4.278587e+00   1.144858e+00   2.390166e-01
  4.283734e+00   1.363671e+00   2.398369e-01
  4.288880e+00   9.717177e-01   2.392572e-01
  4.294027e+00   1.053835e+00   2.395937e-01
  4.299173e+00   1.043864e+00   2.410389e-01
  4.304320e+00   1.199957e+00   2.408521e-01
  4.309466e+00   6.175407e-01   2.404535e-01
  4.314613e+00   9.552140e-01   2.409434e-01
  4.319760e+00   1.056905e+00   2.399313e-01
  4.324906e+00   1.097113e+00   2.412912e-01
  4.330053e+00   1.326874e+00   2.418928e-01
  4.335199e+00   1.260922e+00   2.420479e-01
  4.340346e+00   9.072829e-01   2.406878e-01
  4.345492e+00   5.948420e-01   2.412928e-01
  4.350639e+00   3.438858e-01   2.407675e-01
  4.355786e+00   8.398215e-01   2.436908e-01
  4.360932e+00   1.405968e+00   2.443022e-01
  4.366079e+00   1.119008e+00   2.440187e-01
  4.371225e+00   1.104419e+00   2.443538e-01
  4.376372e+00   1.160449e+00   2.462106e-01
  4.381518e+00   1.126114e+00   2.450349e-01
  4.386665e+00   9.559880e-01   2.457785e-01
  4.391812e+00   9.507546e-01   2.439462e-01
  4.396958e+00   7.823215e-01   2.451402e-01
  4.402105e+00   8.294044e-01   2.450492e-01
  4.407251e+00   1.125644e+00   2.467091e-01
  4.412398e+00   8.758312e-01   2.458112e-01
  4.417544e+00   9.544122e-01   2.473384e-01
  4.422691e+00   1.163307e+00   2.482296e-01
  4.427838e+00   1.373973e+00   2.491057e-01
  4.432984e+00   1.231784e+00   2.498381e-01
  4.438131e+00   7.759083e-01   2.514347e-01
  4.443277e+00   1.188470e+00   2.509758e-01
  4.448424e+00   1.170019e+00   2.522252e-01
  4.453570e+00   1.068995e+00   2.522455e-01
  4.458717e+00   6.450766e-01   2.546286e-01
  4.463864e+00   5.624861e-01   2.546849e-01
  4.469010e+00   1.211231e+00   2.576573e-01
  4.474157e+00   1.066116e+00   2.561275e-01
  4.479303e+00   1.102160e+00   2.565524e-01
  4.484450e+00   1.321423e+00   2.581823e-01
  4.489596e+00   8.974444e-01   2.585426e-01
  4.494743e+00   1.237114e+00   2.597203e-01
  4.499890e+00   5.490807e-01   2.601858e-01
  4.505036e+00   8.898542e-01   2.612770e-01
  4.510183e+00   1.305429e+00   2.626743e-01
  4.515329e+00   1.178117e+00   2.639225e-01
  4.520476e+00   1.299429e+00   2.636649e-01
  4.525622e+00   1.160552e+00   2.629577e-01
  4.530769e+00   3.015622e-01   2.644422e-01
  4.535916e+00   1.149636e+00   2.654186e-01
  4.541062e+00   1.269584e+00   2.662045e-01
  4.546209e+00   1.064403e+00   2.672237e-01
  4.551355e+00   1.000038e+00   2.663918e-01
  4.556502e+00   9.668050e-01   2.665972e-01
  4.561648e+00   1.209010e+00   2.684763e-01
  4.566795e+00   1.281625e+00   2.695394e-01
  4.571942e+00   1.146919e+00   2.687517e-01
  4.577088e+00   1.315525e+00   2.700623e-01
  4.582235e+00   8.357319e-01   2.728131e-01
  4.587381e+00   1.061936e+00   2.732440e-01
  4.592528e+00   1.326312e+00   2.725575e-01
  4.597674e+00   1.259446e+00   2.760894e-01
  4.602821e+00   1.239170e+00   2.763041e-01
  4.607968e+00   8.092231e-01   2.783653e-01
  4.613114e+00   1.405272e+00   2.786402e-01
  4.618261e+00   8.910897e-01   2.780257e-01
  4.623407e+00   1.381696e+00   2.788002e-01
  4.628554e+00   1.068606e+00   2.783853e-01
  4.633700e+00   1.086094e+00   2.799952e-01
  4.638847e+00   1.070062e+00   2.797264e-01
  4.643994e+00   9.349386e-01   2.798990e-01
  4.649140e+00   1.133604e+00   2.804006e-01
  4.654287e+00   1.021544e+00   2.810847e-01
  4.659433e+00   1.340812e+00   2.817708e-01
  4.664580e+00   1.020275e+00   2.802626e-01
  4.669726e+00   1.135845e+00   2.816919e-01
  4.674873e+00   4.423466e-01   2.813648e-01
  4.680020e+00   5.532950e-01   2.815446e-01
  4.685166e+00   6.013042e-01   2.840537e-01
  4.690313e+00   9.660267e-01   2.846103e-01
  4.695459e+00   1.005406e+00   2.861352e-01
  4.700606e+00   9.042490e-01   2.866966e-01
  4.705752e+00   1.369103e+00   2.875992e-01
  4.710899e+00   6.926525e-01   2.873277e-01
  4.716046e+00   1.011227e+00   2.895928e-01
  4.721192e+00   1.361970e+00   2.910550e-01
  4.726339e+00   1.235802e+00   2.911398e-01
  4.731485e+00   1.364748e+00   2.930118e-01
  4.736632e+00   9.672780e-01   2.930032e-01
  4.741778e+00   1.214190e-01   2.939506e-01
  4.746925e+00   8.726219e-01   2.950341e-01
  4.752072e+00   1.363802e+00   2.978894e-01
  4.757218e+00   1.219589e+00   2.970066e-01
  4.762365e+00   1.087154e+00   2.983884e-01
  4.767511e+00   6.449015e-01   2.970230e-01
  4.772658e+00   9.701692e-01   2.995599e-01
  4.777804e+00   6.674350e-01   3.002385e-01
  4.782951e+00   7.835286e-01   3.014956e-01
  4.788098e+00   1.174811e+00   3.023951e-01
  4.793244e+00   6.518607e-01   3.038255e-01
  4.798391e+00   7.809002e-01   3.058985e-01
  4.803537e+00   1.246585e+00   3.039640e-01
  4.808684e+00   1.234993e+00   3.070113e-01
  4.813830e+00   7.813331e-01   3.075472e-01
  4.818977e+00   8.724630e-01   3.074626e-01
  4.824124e+00   8.817770e-01   3.096955e-01
  4.829270e+00   1.028341e+00   3.104965e-01
  4.834417e+00   9.265813e-01   3.131571e-01
  4.839563e+00   1.396764e+00   3.146969e-01
  4.844710e+00   7.665464e-01   3.155182e-01
  4.849856e+00   1.089682e+00   3.125986e-01
  4.855003e+00   1.191761e+00   3.152520e-01
  4.860150e+00   1.453722e+00   3.174789e-01
  4.865296e+00   7.531750e-01   3.169293e-01
  4.870443e+00   1.142663e+00   3.190355e-01
  4.875589e+00   8.984419e-01   3.194318e-01
  4.880736e+00   8.300024e-01   3.216564e-01
  4.885882e+00   8.873845e-01   3.218779e-01
  4.891029e+00   9.658255e-01   3.246146e-01
  4.896176e+00   1.742318e+00   3.240575e-01
  4.901322e+00   1.050186e+00   3.242443e-01
  4.906469e+00   1.025633e+00   3.249500e-01
  4.911615e+00   6.745711e-01   3.266451e-01
  4.916762e+00   1.534888e+00   3.279506e-01
  4.921908e+00   8.419263e-01   3.302920e-01
  4.927055e+00   1.162113e+00   3.294748e-01
  4.932201e+00   5.146760e-01   3.325032e-01
  4.937348e+00   1.145439e+00   3.324100e-01
  4.942495e+00   4.333801e-01   3.335970e-01
  4.947641e+00   1.194338e+00   3.338420e-01
  4.952788e+00   1.098003e+00   3.336287e-01
  4.957934e+00   1.075469e+00   3.341262e-01
  4.963081e+00   5.650548e-01   3.343994e-01
  4.968227e+00   1.025347e+00   3.344089e-01
  4.973374e+00   1.291443e+00   3.367488e-01
  4.978521e+00   1.040528e+00   3.375405e-01
  4.983667e+00   8.454331e-01   3.381784e-01
  4.988814e+00   1.061535e+00   3.430478e-01
  4.993960e+00   6.893243e-01   3.391056e-01
  4.999107e+00   1.003144e+00   3.400759e-01
  5.004253e+00   8.381183e-01   3.421845e-01
  5.009400e+00   1.014305e+00   3.472544e-01
  5.014547e+00   4.713330e-01   3.480223e-01
  5.019693e+00   7.153959e-01   3.501481e-01
  5.024840e+00   4.518560e-01   3.572964e-01
  5.029986e+00   6.795154e-01   3.579765e-01
  5.035133e+00   1.669337e+00   3.690097e-01
  5.040279e+00   5.650186e-01   3.684606e-01
  5.045426e+00   6.464867e-01   3.714098e-01
  5.050573e+00   7.015466e-01   3.746319e-01
  5.055719e+00   1.507587e+00   3.792276e-01
  5.060866e+00   1.469351e+00   3.854611e-01
  5.066012e+00   6.839958e-01   3.874694e-01
  5.071159e+00   9.219338e-01   3.931285e-01
  5.076305e+00   7.144639e-01   3.986384e-01
  5.081452e+00   1.191451e+00   4.070772e-01
  5.086599e+00   1.113077e+00   4.077671e-01
  5.091745e+00   1.266114e+00   4.211923e-01
  5.096892e+00   1.331447e+00   4.357609e-01
  5.102038e+00   8.926702e-01   4.488206e-01
  5.107185e+00   9.953156e-01   4.603945e-01
  5.112331e+00   1.353933e+00   4.713707e-01
  5.117478e+00   6.394436e-01   4.771022e-01
  5.122625e+00   1.018912e+00   4.863309e-01
  5.127771e+00   6.067323e-01   4.998913e-01
  5.132918e+00   7.793878e-01   5.164500e-01
  5.138064e+00   1.004614e+00   5.065022e-01
  5.143211e+00   1.211028e+00   5.065342e-01
  5.148357e+00   1.629899e+00   5.151054e-01
  5.153504e+00   5.285342e-01   5.162473e-01
  5.158651e+00   1.012924e+00   5.280224e-01
  5.163797e+00   7.989737e-01   6.076641e-01
  5.168944e+00   1.105695e+00   7.753050e-01
  5.174090e+00   4.696261e-01   8.789122e-01
  5.179237e+00   1.086880e+00   1.529198e+00
