3.781293581378350477e-02 5.157883911132812500e+02 1.546521472930908203e+01
4.295950633119256790e-02 1.215453735351562500e+03 1.067269229888916016e+01
4.810607684860162409e-02 1.315679931640625000e+03 8.666947364807128906e+00
5.325264736601068721e-02 1.138498413085937500e+03 7.032048225402832031e+00
5.839921788341974340e-02 9.715883178710937500e+02 5.716570377349853516e+00
6.354578840082880653e-02 8.247245483398437500e+02 4.714943408966064453e+00
6.869235891823786966e-02 6.765498046875000000e+02 4.001348495483398438e+00
7.383892943564693279e-02 5.660192871093750000e+02 3.504368543624877930e+00
7.898549995305598204e-02 4.748796997070312500e+02 3.109127044677734375e+00
8.413207047046505904e-02 3.880856018066406250e+02 2.710540294647216797e+00
8.927864098787410829e-02 3.309760742187500000e+02 2.379617929458618164e+00
9.442521150528317142e-02 2.831017150878906250e+02 2.118166208267211914e+00
9.957178202269223455e-02 2.444537658691406250e+02 1.942220807075500488e+00
1.047183525401012977e-01 2.121879882812500000e+02 1.756275773048400879e+00
1.098649230575103469e-01 1.894108276367187500e+02 1.582452535629272461e+00
1.150114935749194101e-01 1.674567565917968750e+02 1.462885141372680664e+00
1.201580640923284732e-01 1.483627166748046875e+02 1.341546654701232910e+00
1.253046346097375363e-01 1.321713714599609375e+02 1.261978030204772949e+00
1.304512051271465856e-01 1.172284011840820312e+02 1.152724742889404297e+00
1.355977756445556626e-01 1.057087326049804688e+02 1.088516712188720703e+00
1.407443461619647118e-01 9.285321807861328125e+01 1.019658803939819336e+00
1.458909166793737611e-01 8.207010650634765625e+01 9.507125020027160645e-01
1.510374871967828381e-01 7.138872528076171875e+01 8.853791356086730957e-01
1.561840577141919151e-01 6.307663345336914062e+01 8.415051698684692383e-01
1.613306282316009643e-01 5.460796356201171875e+01 7.897244095802307129e-01
1.664771987490100136e-01 4.718917465209960938e+01 7.548607587814331055e-01
1.716237692664190906e-01 4.052931976318359375e+01 7.099211812019348145e-01
1.767703397838281398e-01 3.535746383666992188e+01 6.624893546104431152e-01
1.819169103012371891e-01 2.938941383361816406e+01 6.423487663269042969e-01
1.870634808186462661e-01 2.522430610656738281e+01 6.160998344421386719e-01
1.922100513360553153e-01 1.924545288085937500e+01 5.751550197601318359e-01
1.973566218534643923e-01 1.535666179656982422e+01 5.580912828445434570e-01
2.025031923708734416e-01 1.207288455963134766e+01 5.358257293701171875e-01
2.076497628882824908e-01 9.365582466125488281e+00 5.089339613914489746e-01
2.127963334056915679e-01 6.021508693695068359e+00 4.958137273788452148e-01
2.179429039231006171e-01 3.458453655242919922e+00 4.705733656883239746e-01
2.230894744405096941e-01 1.833503842353820801e+00 4.504334032535552979e-01
2.282360449579187434e-01 -1.617296218872070312e+00 4.394803047180175781e-01
2.333826154753277926e-01 -2.951852798461914062e+00 4.271226823329925537e-01
2.385291859927368696e-01 -4.616029739379882812e+00 4.118906259536743164e-01
2.436757565101459189e-01 -6.271548271179199219e+00 3.995798230171203613e-01
2.488223270275549959e-01 -6.932132720947265625e+00 3.861369490623474121e-01
2.539688975449640451e-01 -8.969894409179687500e+00 3.773594498634338379e-01
2.591154680623730666e-01 -1.005342674255371094e+01 3.690676093101501465e-01
2.642620385797821436e-01 -1.126494598388671875e+01 3.590071499347686768e-01
2.694086090971912206e-01 -1.201354312896728516e+01 3.491684794425964355e-01
2.745551796146002976e-01 -1.266825294494628906e+01 3.419721126556396484e-01
2.797017501320093746e-01 -1.398248291015625000e+01 3.338635265827178955e-01
2.848483206494184516e-01 -1.420148277282714844e+01 3.252416253089904785e-01
2.899948911668274176e-01 -1.514038944244384766e+01 3.233453631401062012e-01
2.951414616842364946e-01 -1.533197212219238281e+01 3.243373632431030273e-01
3.002880322016455716e-01 -1.665370178222656250e+01 3.220137357711791992e-01
3.054346027190546486e-01 -1.716692543029785156e+01 3.194216489791870117e-01
3.105811732364637257e-01 -1.682295608520507812e+01 3.154909610748291016e-01
3.157277437538728027e-01 -1.760405349731445312e+01 3.119222819805145264e-01
3.208743142712818797e-01 -1.746538543701171875e+01 3.057010173797607422e-01
3.260208847886908456e-01 -1.799003601074218750e+01 3.055057823657989502e-01
3.311674553060999227e-01 -1.817278861999511719e+01 3.017470240592956543e-01
3.363140258235089997e-01 -1.830896186828613281e+01 3.014111518859863281e-01
3.414605963409180767e-01 -1.932533264160156250e+01 2.986269295215606689e-01
3.466071668583271537e-01 -1.993701553344726562e+01 2.944896221160888672e-01
3.517537373757362307e-01 -1.953132438659667969e+01 2.914445400238037109e-01
3.569003078931453077e-01 -2.022138404846191406e+01 2.832852303981781006e-01
3.620468784105542737e-01 -1.983288002014160156e+01 2.746430933475494385e-01
3.671934489279633507e-01 -2.028565406799316406e+01 2.692178785800933838e-01
3.723400194453724277e-01 -2.055655288696289062e+01 2.681059539318084717e-01
3.774865899627815047e-01 -2.060488128662109375e+01 2.627223432064056396e-01
3.826331604801905817e-01 -2.070674324035644531e+01 2.573073208332061768e-01
3.877797309975996587e-01 -2.112874603271484375e+01 2.577435672283172607e-01
3.929263015150087357e-01 -2.144586563110351562e+01 2.515929937362670898e-01
3.980728720324177017e-01 -2.121053695678710938e+01 2.481393218040466309e-01
4.032194425498267787e-01 -2.136112213134765625e+01 2.450641393661499023e-01
4.083660130672358557e-01 -2.168596267700195312e+01 2.402371764183044434e-01
4.135125835846449327e-01 -2.152942466735839844e+01 2.380398362874984741e-01
4.186591541020540097e-01 -2.181017875671386719e+01 2.373173534870147705e-01
4.238057246194630867e-01 -2.178559303283691406e+01 2.333460301160812378e-01
4.289522951368720527e-01 -2.170389175415039062e+01 2.298620343208312988e-01
4.340988656542811297e-01 -2.214044380187988281e+01 2.293510735034942627e-01
4.392454361716902067e-01 -2.264811325073242188e+01 2.278289496898651123e-01
4.443920066890992837e-01 -2.217350959777832031e+01 2.244502902030944824e-01
4.495385772065083607e-01 -2.259008789062500000e+01 2.233466356992721558e-01
4.546851477239174377e-01 -2.244075775146484375e+01 2.201434820890426636e-01
4.598317182413265147e-01 -2.257950592041015625e+01 2.197456657886505127e-01
4.649782887587354807e-01 -2.257292175292968750e+01 2.198358476161956787e-01
4.701248592761445577e-01 -2.296426963806152344e+01 2.211688458919525146e-01
4.752714297935536347e-01 -2.283619689941406250e+01 2.216631323099136353e-01
4.804180003109627117e-01 -2.263121223449707031e+01 2.225353419780731201e-01
4.855645708283717887e-01 -2.304627609252929688e+01 2.216188013553619385e-01
4.907111413457808657e-01 -2.299175453186035156e+01 2.218931466341018677e-01
4.958577118631899427e-01 -2.294652557373046875e+01 2.226318418979644775e-01
5.010042823805989087e-01 -2.308744239807128906e+01 2.216124683618545532e-01
5.061508528980079857e-01 -2.267159843444824219e+01 2.210583090782165527e-01
5.112974234154170627e-01 -2.303687667846679688e+01 2.238686233758926392e-01
5.164439939328261397e-01 -2.301642417907714844e+01 2.203720211982727051e-01
5.215905644502352168e-01 -2.301047325134277344e+01 2.196419537067413330e-01
5.267371349676442938e-01 -2.299977874755859375e+01 2.198234945535659790e-01
5.318837054850533708e-01 -2.333136367797851562e+01 2.198191136121749878e-01
5.370302760024623367e-01 -2.305660247802734375e+01 2.117868214845657349e-01
5.421768465198714138e-01 -2.275511360168457031e+01 2.104871720075607300e-01
5.473234170372804908e-01 -2.300569343566894531e+01 2.089410126209259033e-01
5.524699875546895678e-01 -2.321142768859863281e+01 2.053275555372238159e-01
5.576165580720986448e-01 -2.334463119506835938e+01 2.053273022174835205e-01
5.627631285895077218e-01 -2.324539184570312500e+01 2.022323906421661377e-01
5.679096991069167988e-01 -2.313311767578125000e+01 1.999962925910949707e-01
5.730562696243258758e-01 -2.329007530212402344e+01 1.988561004400253296e-01
5.782028401417348418e-01 -2.338167190551757812e+01 1.981349289417266846e-01
5.833494106591439188e-01 -2.282909965515136719e+01 1.940025836229324341e-01
5.884959811765529958e-01 -2.342076492309570312e+01 1.951718479394912720e-01
5.936425516939620728e-01 -2.322526359558105469e+01 1.953398287296295166e-01
5.987891222113711498e-01 -2.340976715087890625e+01 1.910991519689559937e-01
6.039356927287802268e-01 -2.321800994873046875e+01 1.916157007217407227e-01
6.090822632461893038e-01 -2.308738899230957031e+01 1.905259490013122559e-01
6.142288337635982698e-01 -2.342238998413085938e+01 1.878778040409088135e-01
6.193754042810073468e-01 -2.319195556640625000e+01 1.876081526279449463e-01
6.245219747984164238e-01 -2.301334762573242188e+01 1.865952163934707642e-01
6.296685453158255008e-01 -2.323273277282714844e+01 1.856076717376708984e-01
6.348151158332345778e-01 -2.321904182434082031e+01 1.853184401988983154e-01
6.399616863506436548e-01 -2.326162338256835938e+01 1.847758442163467407e-01
6.451082568680526208e-01 -2.348654747009277344e+01 1.827877014875411987e-01
6.502548273854616978e-01 -2.384233856201171875e+01 1.824505478143692017e-01
6.554013979028707748e-01 -2.312125587463378906e+01 1.811615526676177979e-01
6.605479684202798518e-01 -2.279691505432128906e+01 1.806351840496063232e-01
6.656945389376889288e-01 -2.299577140808105469e+01 1.831647455692291260e-01
6.708411094550980058e-01 -2.359004020690917969e+01 1.853841692209243774e-01
6.759876799725070828e-01 -2.323404312133789062e+01 1.848518699407577515e-01
6.811342504899160488e-01 -2.308985137939453125e+01 1.845889240503311157e-01
6.862808210073251258e-01 -2.365158271789550781e+01 1.856903433799743652e-01
6.914273915247342028e-01 -2.336704635620117188e+01 1.808444261550903320e-01
6.965739620421432798e-01 -2.385865974426269531e+01 1.793437004089355469e-01
7.017205325595523568e-01 -2.315805244445800781e+01 1.788183599710464478e-01
7.068671030769614338e-01 -2.338726425170898438e+01 1.764464378356933594e-01
7.120136735943705109e-01 -2.305586433410644531e+01 1.745127886533737183e-01
7.171602441117794768e-01 -2.309138107299804688e+01 1.750465333461761475e-01
7.223068146291885538e-01 -2.339229774475097656e+01 1.734437495470046997e-01
7.274533851465976309e-01 -2.359150314331054688e+01 1.715982258319854736e-01
7.325999556640067079e-01 -2.338245391845703125e+01 1.718715876340866089e-01
7.377465261814157849e-01 -2.338482666015625000e+01 1.698892712593078613e-01
7.428930966988248619e-01 -2.348857879638671875e+01 1.688731312751770020e-01
7.480396672162339389e-01 -2.330190658569335938e+01 1.684693694114685059e-01
7.531862377336429049e-01 -2.348710632324218750e+01 1.667823642492294312e-01
7.583328082510519819e-01 -2.342280197143554688e+01 1.670034229755401611e-01
7.634793787684610589e-01 -2.315959930419921875e+01 1.674560904502868652e-01
7.686259492858701359e-01 -2.362897682189941406e+01 1.662178635597229004e-01
7.737725198032792129e-01 -2.348196029663085938e+01 1.647908687591552734e-01
7.789190903206882899e-01 -2.343745613098144531e+01 1.657442897558212280e-01
7.840656608380972559e-01 -2.377007865905761719e+01 1.636463999748229980e-01
7.892122313555063329e-01 -2.347916030883789062e+01 1.627280116081237793e-01
7.943588018729154099e-01 -2.328566741943359375e+01 1.631415039300918579e-01
7.995053723903244869e-01 -2.377314758300781250e+01 1.622722595930099487e-01
8.046519429077335639e-01 -2.331983184814453125e+01 1.614911854267120361e-01
8.097985134251426409e-01 -2.330720138549804688e+01 1.612697839736938477e-01
8.149450839425517179e-01 -2.344309616088867188e+01 1.592493206262588501e-01
8.200916544599606839e-01 -2.339252471923828125e+01 1.592560708522796631e-01
8.252382249773697609e-01 -2.343048667907714844e+01 1.596426069736480713e-01
8.303847954947788379e-01 -2.370827293395996094e+01 1.571647971868515015e-01
8.355313660121879149e-01 -2.335259437561035156e+01 1.567974835634231567e-01
8.406779365295969919e-01 -2.335775184631347656e+01 1.567817777395248413e-01
8.458245070470060689e-01 -2.352369308471679688e+01 1.563629657030105591e-01
8.509710775644151459e-01 -2.345956611633300781e+01 1.558552086353302002e-01
8.561176480818241119e-01 -2.312742233276367188e+01 1.555485427379608154e-01
8.612642185992331889e-01 -2.333573341369628906e+01 1.549030095338821411e-01
8.664107891166422659e-01 -2.347148513793945312e+01 1.543652862310409546e-01
8.715573596340513429e-01 -2.323668670654296875e+01 1.548716574907302856e-01
8.767039301514604199e-01 -2.322966766357421875e+01 1.532388627529144287e-01
8.818505006688694969e-01 -2.312522506713867188e+01 1.527804732322692871e-01
8.869970711862785739e-01 -2.339753341674804688e+01 1.521563827991485596e-01
8.921436417036875399e-01 -2.342268371582031250e+01 1.532121151685714722e-01
8.972902122210966169e-01 -2.345003700256347656e+01 1.508034765720367432e-01
9.024367827385056939e-01 -2.371446228027343750e+01 1.520602852106094360e-01
9.075833532559147709e-01 -2.334656524658203125e+01 1.510657519102096558e-01
9.127299237733238479e-01 -2.332112503051757812e+01 1.494770348072052002e-01
9.178764942907329250e-01 -2.339121627807617188e+01 1.502653956413269043e-01
9.230230648081418909e-01 -2.349542617797851562e+01 1.531871408224105835e-01
9.281696353255509679e-01 -2.344436264038085938e+01 1.512401551008224487e-01
9.333162058429600449e-01 -2.351343917846679688e+01 1.528709679841995239e-01
9.384627763603691220e-01 -2.317627525329589844e+01 1.527432948350906372e-01
9.436093468777781990e-01 -2.361210823059082031e+01 1.518769711256027222e-01
9.487559173951872760e-01 -2.323466682434082031e+01 1.525063812732696533e-01
9.539024879125963530e-01 -2.340942573547363281e+01 1.533408015966415405e-01
9.590490584300053190e-01 -2.334487533569335938e+01 1.516669094562530518e-01
9.641956289474143960e-01 -2.352189636230468750e+01 1.526275724172592163e-01
9.693421994648234730e-01 -2.346743011474609375e+01 1.530250757932662964e-01
9.744887699822325500e-01 -2.322520065307617188e+01 1.515167504549026489e-01
9.796353404996416270e-01 -2.346336746215820312e+01 1.520591676235198975e-01
9.847819110170507040e-01 -2.339939880371093750e+01 1.522215306758880615e-01
9.899284815344597810e-01 -2.347368431091308594e+01 1.519669443368911743e-01
9.950750520518687470e-01 -2.353113746643066406e+01 1.523720920085906982e-01
1.000221622569277713e+00 -2.328376960754394531e+01 1.522825807332992554e-01
1.005368193086686901e+00 -2.342280578613281250e+01 1.522028595209121704e-01
1.010514763604095867e+00 -2.327404594421386719e+01 1.536542922258377075e-01
